Date,AAPL,AMZN,GOOG,JPM,META,MSFT,NVDA,TSLA,UNH,XOM
2010-01-04,6.4183831214904785,6.695000171661377,15.504140853881836,28.552143096923828,,23.17334747314453,0.42383021116256714,,24.76282501220703,37.88178253173828
2010-01-05,6.429479122161865,6.734499931335449,15.43586540222168,29.105186462402344,,23.18083381652832,0.4300192892551422,,24.723552703857422,38.02970504760742
2010-01-06,6.327211380004883,6.612500190734863,15.046746253967285,29.265108108520508,,23.038578033447266,0.4327699840068817,,24.967021942138672,38.35840606689453
2010-01-07,6.315511703491211,6.5,14.696464538574219,29.844816207885742,,22.798980712890625,0.4242887794971466,,25.9251708984375,38.23788833618164
2010-01-08,6.35750150680542,6.676000118255615,14.892385482788086,29.771516799926758,,22.956205368041992,0.42520567774772644,,25.68170738220215,38.08449172973633
2010-01-11,6.301420211791992,6.515500068664551,14.869874954223633,29.671560287475586,,22.66420555114746,0.4192458689212799,,25.8544921875,38.51179122924805
2010-01-12,6.229738712310791,6.367499828338623,14.606915473937988,28.97858238220215,,22.514448165893555,0.4050341546535492,,25.17121696472168,38.32004165649414
2010-01-13,6.3176116943359375,6.45550012588501,14.523056030273438,29.485004425048828,,22.72410774230957,0.4105355143547058,,25.556058883666992,38.16667938232422
2010-01-14,6.281023979187012,6.367499828338623,14.591331481933594,29.778179168701172,,23.18083381652832,0.40411728620529175,,26.168642044067383,38.172142028808594
2010-01-15,6.176055908203125,6.35699987411499,14.347668647766113,29.105186462402344,,23.105960845947266,0.3921976685523987,,26.506351470947266,37.859886169433594
2010-01-19,6.449273109436035,6.380499839782715,14.536168098449707,28.83865737915039,,23.2856502532959,0.39953285455703735,,27.59017562866211,37.947547912597656
2010-01-20,6.350005149841309,6.289000034332275,14.357810974121094,28.91861343383789,,22.903797149658203,0.397928386926651,,27.134653091430664,37.26824188232422
2010-01-21,6.240235328674316,6.330999851226807,14.421385765075684,27.012924194335938,,22.46953010559082,0.39082249999046326,,25.995861053466797,36.53963851928711
2010-01-22,5.930727005004883,6.071499824523926,13.605794906616211,26.09339141845703,,21.683361053466797,0.37729838490486145,,26.0429744720459,36.2109489440918
2010-01-25,6.090282440185547,6.015500068664551,13.358174324035645,26.126699447631836,,21.952911376953125,0.38371652364730835,,25.917327880859375,36.0739860534668
2010-01-26,6.176358222961426,5.973999977111816,13.418039321899414,25.613622665405273,,22.087682723999023,0.3715677559375763,,25.477521896362305,36.11233139038086
2010-01-27,6.234537601470947,6.137499809265137,13.410124778747559,26.206666946411133,,22.214962005615234,0.3816535770893097,,26.105812072753906,35.90416717529297
2010-01-28,5.97691535949707,6.301499843597412,13.216924667358398,26.30662727355957,,21.83310890197754,0.36881718039512634,,26.255033493041992,35.58643341064453
2010-01-29,5.760079860687256,6.270500183105469,13.1093168258667,25.94679832458496,,21.09935188293457,0.35277169942855835,,25.917327880859375,35.296085357666016
2010-02-01,5.840155601501465,5.94350004196167,13.185505867004395,26.406572341918945,,21.271554946899414,0.37981975078582764,,26.019420623779297,36.25476837158203
2010-02-02,5.874046325683594,5.906000137329102,13.138507843017578,27.01958656311035,,21.308988571166992,0.38371652364730835,,26.741975784301758,36.682064056396484
2010-02-03,5.975114822387695,5.954999923706055,13.378458976745605,26.846345901489258,,21.436281204223633,0.38692566752433777,,26.168642044067383,36.48485565185547
2010-02-04,5.759779930114746,5.796999931335449,13.031147003173828,25.553659439086914,,20.84478187561035,0.36446189880371094,,25.49322509765625,35.4549446105957
2010-02-05,5.86204719543457,5.869500160217285,13.142711639404297,25.520341873168945,,20.979551315307617,0.3717971444129944,,25.556058883666992,35.4987907409668
2010-02-08,5.821860313415527,5.8414998054504395,13.196638107299805,25.12055015563965,,20.754928588867188,0.37110939621925354,,25.45395278930664,35.482234954833984
2010-02-09,5.8839430809021,5.901500225067139,13.270108222961426,25.5803165435791,,20.972064971923828,0.36812958121299744,,25.917327880859375,35.95092010498047
2010-02-10,5.8518524169921875,5.868000030517578,13.220881462097168,25.900156021118164,,20.95709228515625,0.3752354085445404,,25.689559936523438,35.7579345703125
2010-02-11,5.958322048187256,6.004499912261963,13.269121170043945,26.00011444091797,,21.05442237854004,0.39242690801620483,,26.011568069458008,35.97297286987305
2010-02-12,6.0096049308776855,5.982999801635742,13.187981605529785,25.95345687866211,,20.91216468811035,0.39769911766052246,,25.273313522338867,35.73036193847656
2010-02-16,6.1001787185668945,5.876500129699707,13.390332221984863,26.699748992919922,,21.325895309448242,0.4050341546535492,,24.84136199951172,36.546417236328125
2010-02-17,6.074687480926514,5.815499782562256,13.313895225524902,26.67975616455078,,21.50642967224121,0.4089309573173523,,25.563905715942383,36.25968551635742
2010-02-18,6.086081027984619,5.9039998054504395,13.43782901763916,26.926301956176758,,21.792278289794922,0.382112056016922,,25.673858642578125,36.36997604370117
2010-02-19,6.048291206359863,5.875999927520752,13.376976013183594,26.673095703125,,21.641836166381836,0.3800490200519562,,25.084815979003906,36.32035827636719
2010-02-22,6.010804176330566,5.9004998207092285,13.427438735961914,27.2194881439209,,21.61174201965332,0.3807365894317627,,25.98015785217285,36.06120681762695
2010-02-23,5.9100341796875,5.861999988555908,13.23621940612793,26.57314682006836,,21.31084632873535,0.3715677559375763,,25.76810073852539,35.80757141113281
2010-02-24,6.018003463745117,5.986000061035156,13.147165298461914,27.2194881439209,,21.536523818969727,0.3793613016605377,,26.404247283935547,36.143917083740234
2010-02-25,6.058190822601318,5.909999847412109,13.022486686706543,27.079559326171875,,21.513952255249023,0.3759230077266693,,26.27074432373047,35.91783905029297
2010-02-26,6.136767387390137,5.920000076293945,13.031641006469727,27.965774536132812,,21.566604614257812,0.3713386356830597,,26.592748641967773,35.84064483642578
2010-03-01,6.267827033996582,6.2270002365112305,13.17734432220459,27.872488021850586,,21.82990074157715,0.38623806834220886,,26.734106063842773,36.06120681762695
2010-03-02,6.26362943649292,6.276500225067139,13.384395599365234,27.732566833496094,,21.40863609313965,0.3860088586807251,,26.663427352905273,36.11082458496094
2010-03-03,6.278025150299072,6.29449987411499,13.489777565002441,27.67257308959961,,21.40863609313965,0.38119518756866455,,26.781234741210938,36.07775115966797
2010-03-04,6.319411277770996,6.426499843597412,13.71909236907959,27.932462692260742,,21.536523818969727,0.38188281655311584,,25.8780517578125,36.06120681762695
2010-03-05,6.56654167175293,6.445499897003174,13.95706558227539,28.525493621826172,,21.50642967224121,0.3935730457305908,,26.49850082397461,36.65118408203125
2010-03-08,6.570438385009766,6.505499839782715,13.914270401000977,28.378908157348633,,21.536523818969727,0.38784265518188477,,25.995861053466797,36.65670394897461
2010-03-09,6.688602924346924,6.440999984741211,13.857622146606445,28.265609741210938,,21.664398193359375,0.4022834897041321,,25.98015785217285,36.8221321105957
2010-03-10,6.7431840896606445,6.5254998207092285,14.25985050201416,28.60544204711914,,21.792278289794922,0.4032003879547119,,26.105812072753906,37.06473922729492
2010-03-11,6.7629804611206055,6.678999900817871,14.37586784362793,28.77203941345215,,21.950258255004883,0.3940315246582031,,26.31001091003418,37.06473922729492
2010-03-12,6.795969486236572,6.591000080108643,14.336289405822754,28.752042770385742,,22.017948150634766,0.3954068422317505,,25.846641540527344,36.83313751220703
2010-03-15,6.71319580078125,6.55649995803833,13.931586265563965,28.698741912841797,,22.032989501953125,0.39334383606910706,,25.548198699951172,36.55746841430664
2010-03-16,6.731489658355713,6.5894999504089355,13.98155689239502,28.811996459960938,,22.093177795410156,0.40709713101387024,,25.956600189208984,36.706336975097656
2010-03-17,6.721593856811523,6.566999912261963,13.990460395812988,29.17849349975586,,22.288755416870117,0.41489070653915405,,25.72097396850586,37.141937255859375
2010-03-18,6.737487316131592,6.638000011444092,14.011240005493164,29.07853126525879,,22.273710250854492,0.40022051334381104,,26.380706787109375,37.158485412597656
2010-03-19,6.66550874710083,6.517499923706055,13.852920532226562,28.951932907104492,,22.258668899536133,0.3954068422317505,,27.008991241455078,36.96548080444336
2010-03-22,6.740488052368164,6.523499965667725,13.791078567504883,29.145174026489258,,22.266199111938477,0.4018251895904541,,26.152935028076172,36.92689895629883
2010-03-23,6.848754405975342,6.4629998207092285,13.580809593200684,29.704885482788086,,22.47681999206543,0.4100770056247711,,26.0429744720459,36.91586685180664
